type	wavelength of EL (angstroms)	EL flux (erg/cm^2/s)	continuum flux density	EW observed
LAE	3.9506e+03	7.4556e-17	1.1410e-01	3.4017e+02
OII	4.1943e+03	8.3927e-17	2.3089e+00	2.1330e+01
OII	4.1726e+03	1.0068e-15	3.7096e+02	1.5762e+00
LAE	4.0258e+03	5.5052e-17	3.8900e-01	7.6506e+01
LAE	3.9229e+03	6.4123e-17	1.1627e+00	2.8310e+01
LAE	4.0208e+03	8.2285e-17	1.0236e+00	4.3350e+01
OII	3.8488e+03	1.2886e-15	1.9047e+02	3.3430e+00
LAE	4.1855e+03	4.7636e-17	4.0878e+01	6.8100e-01
OII	4.0175e+03	2.8169e-16	5.6901e+01	2.6653e+00
LAE	4.0248e+03	5.2146e-17	4.5060e-01	6.2532e+01
LAE	4.0881e+03	6.4613e-17	3.0620e-01	1.1764e+02
LAE	3.8452e+03	8.6208e-17	6.7600e-01	6.2894e+01
LAE	4.0868e+03	1.4589e-16	6.2680e+00	1.2967e+01
OII	4.0268e+03	7.3241e-17	4.7869e+00	8.2756e+00
LAE	4.0523e+03	7.8757e-17	8.7100e-02	4.9529e+02
OII	3.9756e+03	1.6601e-16	5.6962e+00	1.5365e+01
LAE	3.9946e+03	4.9781e-17	2.7310e-01	9.7022e+01
LAE	4.0559e+03	1.1208e-16	2.7550e-01	2.2323e+02
LAE	3.8809e+03	6.0916e-17	7.8200e-02	3.9135e+02
LAE	4.1148e+03	6.6561e-17	5.1960e-01	7.2349e+01
LAE	4.1659e+03	5.2455e-17	1.7530e-01	1.7322e+02
LAE	3.9359e+03	7.8981e-17	2.5590e-01	1.5949e+02
LAE	4.1095e+03	4.8310e-17	1.4562e+00	1.8688e+01
LAE	4.0234e+03	6.7360e-17	2.4900e-01	1.4607e+02
LAE	3.8945e+03	1.4570e-16	6.9950e-01	1.0538e+02
LAE	4.1116e+03	5.3732e-17	3.6200e-01	8.3701e+01
LAE	3.9608e+03	5.2617e-17	1.2180e+00	2.2606e+01
OII	3.9595e+03	1.3372e-15	4.5034e+02	1.5528e+00
LAE	4.1501e+03	5.5601e-17	1.9860e-01	1.6085e+02
LAE	4.1176e+03	4.4581e-17	1.3220e-01	1.9072e+02
LAE	4.1000e+03	5.1885e-17	8.6750e-01	3.3537e+01
LAE	3.8271e+03	6.6075e-17	3.4780e-01	9.2817e+01
LAE	3.8643e+03	5.5730e-17	6.5210e-01	4.2568e+01
OII	4.1334e+03	7.4107e-17	3.0632e+00	1.3787e+01
LAE	3.9406e+03	3.5180e-16	3.5791e+00	5.0912e+01
LAE	4.1630e+03	9.5590e-17	1.7910e-01	3.0855e+02
LAE	3.8934e+03	1.0230e-16	-7.0000e-03	1.0000e+04
LAE	3.8523e+03	9.3099e-17	1.0233e+00	4.5037e+01
LAE	4.1213e+03	5.3360e-17	1.3680e-01	2.2100e+02
LAE	3.9992e+03	7.8820e-17	3.8851e+00	1.0823e+01
LAE	3.9670e+03	5.3950e-17	1.7510e+00	1.6174e+01
LAE	3.9791e+03	5.1986e-17	3.0748e+00	8.9294e+00
LAE	3.9830e+03	6.1722e-17	9.5500e-02	3.4200e+02
LAE	4.1132e+03	5.1673e-17	7.4350e-01	3.9222e+01
LAE	4.1217e+03	5.1520e-17	1.1948e+00	2.4435e+01
LAE	4.1637e+03	6.1146e-17	5.9700e-02	5.9229e+02
LAE	3.8048e+03	8.2474e-17	7.5900e-01	5.2471e+01
OII	4.1960e+03	4.0565e-15	3.1286e+02	7.6148e+00
LAE	4.0956e+03	5.8564e-17	1.7490e-01	1.8735e+02
LAE	4.0967e+03	1.0682e-16	1.8046e+00	3.3137e+01
LAE	3.9799e+03	7.9665e-17	5.7820e-01	7.2796e+01
LAE	3.9376e+03	6.4471e-17	1.1222e+00	2.9713e+01
OII	4.0734e+03	3.8823e-15	4.6983e+02	4.5734e+00
LAE	3.9984e+03	5.2257e-17	8.6850e-01	3.2087e+01
LAE	3.8184e+03	8.0088e-17	2.3200e-01	1.6789e+02
OII	4.0120e+03	7.6596e-17	1.7271e+00	2.3812e+01
LAE	3.8504e+03	6.7900e-17	1.0260e-01	3.2728e+02
LAE	3.9104e+03	1.2301e-16	1.4777e+00	4.2459e+01
LAE	4.0267e+03	5.7417e-17	1.4840e-01	2.0926e+02
LAE	3.9298e+03	5.8774e-17	3.1970e-01	9.4701e+01
LAE	3.9163e+03	8.8343e-17	1.9120e-01	2.3638e+02
LAE	3.9299e+03	5.8678e-17	1.1300e-01	2.6751e+02
LAE	4.1202e+03	7.8583e-17	2.1560e-01	2.0640e+02
LAE	4.0730e+03	8.3921e-17	3.9080e-01	1.1883e+02
OII	3.9397e+03	1.1419e-15	1.2343e+02	4.7896e+00
LAE	3.9525e+03	1.0814e-16	2.8704e+00	1.9632e+01
LAE	3.9249e+03	5.0605e-17	8.3200e-01	3.1254e+01
OII	3.9576e+03	3.5573e-16	4.5406e+01	4.0930e+00
LAE	3.8844e+03	1.0310e-16	2.7427e+00	1.8919e+01
LAE	4.0152e+03	1.0810e-16	8.4930e-01	6.8447e+01
LAE	4.0024e+03	7.2054e-17	2.2140e-01	1.7390e+02
OII	4.0238e+03	1.2899e-16	3.2879e+02	2.1190e-01
LAE	4.1156e+03	4.9709e-17	2.4988e+00	1.1239e+01
LAE	3.9674e+03	7.0236e-17	7.7760e-01	4.7422e+01
OII	3.8600e+03	4.5902e-16	9.2662e+00	2.4620e+01
LAE	3.8766e+03	7.4697e-17	1.4260e-01	2.6258e+02
LAE	4.1154e+03	6.6519e-17	5.3689e+00	6.9995e+00
LAE	3.8639e+03	1.2411e-16	1.1456e+00	5.3951e+01
LAE	4.0178e+03	7.0093e-17	5.2487e+00	7.1907e+00
OII	3.9959e+03	4.4111e-16	4.8701e+01	4.8241e+00
LAE	4.1436e+03	1.1646e-16	1.6551e+00	4.0298e+01
LAE	3.9068e+03	5.8685e-17	5.1050e-01	5.8527e+01
LAE	4.0340e+03	7.3838e-17	1.0770e-01	3.7214e+02
LAE	4.1417e+03	5.8472e-17	3.5757e+00	9.3568e+00
LAE	4.1132e+03	5.2626e-17	9.0000e-02	3.2998e+02
OII	4.0300e+03	1.7961e-16	1.4048e+01	6.9260e+00
LAE	3.8458e+03	1.2095e-16	5.5140e-01	1.0822e+02
LAE	3.9702e+03	5.5015e-17	2.1490e-01	1.3460e+02
LAE	3.8559e+03	8.3166e-17	5.4480e-01	7.5707e+01
OII	4.0514e+03	5.3422e-16	2.8271e+01	1.0346e+01
LAE	3.8534e+03	7.8030e-17	2.8870e-01	1.3387e+02
LAE	3.9599e+03	1.2554e-16	6.2920e-01	1.0436e+02
LAE	3.9598e+03	1.3146e-16	2.8820e-01	2.3858e+02
OII	4.0918e+03	8.0157e-16	1.3004e+02	3.4427e+00
OII	3.9220e+03	6.0934e-16	2.2647e+01	1.3805e+01
OII	4.1508e+03	1.5112e-16	1.9316e+01	4.4964e+00
LAE	4.1031e+03	5.3976e-17	2.2700e-01	1.3353e+02
LAE	4.0211e+03	7.9766e-17	3.2255e+00	1.3338e+01
LAE	4.1163e+03	7.9696e-17	3.2460e-01	1.3876e+02
LAE	3.9065e+03	1.0561e-16	1.9999e+00	2.6882e+01
LAE	3.8685e+03	7.5459e-17	2.6500e-01	1.4214e+02
LAE	3.8569e+03	1.3307e-16	4.0260e-01	1.6400e+02
LAE	4.0502e+03	5.4263e-17	1.1589e+00	2.5620e+01
LAE	3.9461e+03	5.1994e-17	8.1600e-02	3.3096e+02
LAE	3.9176e+03	1.2594e-16	2.4090e+01	2.6764e+00
LAE	4.0597e+03	1.0517e-16	3.4718e+00	1.6653e+01
LAE	3.9891e+03	5.5201e-17	2.2100e-01	1.3258e+02
LAE	3.9932e+03	5.5246e-17	-3.0000e-02	1.0000e+04
LAE	3.9146e+03	8.7368e-17	8.5400e-02	5.2295e+02
LAE	4.0796e+03	6.2879e-17	1.5400e-02	2.2668e+03
OII	3.8995e+03	2.5224e-16	1.0790e+01	1.1857e+01
LAE	4.1017e+03	6.6014e-17	2.6610e-01	1.3922e+02
LAE	4.1392e+03	5.2239e-17	7.8000e-03	3.8275e+03
OII	4.0682e+03	6.7488e-17	4.5360e+01	8.2140e-01
LAE	3.9174e+03	7.7789e-17	6.7700e-02	5.8818e+02
OII	3.9380e+03	1.8682e-16	8.9591e+00	1.0787e+01
LAE	3.8275e+03	7.3609e-17	2.7220e-01	1.3215e+02
LAE	4.1964e+03	6.2545e-17	5.2100e-02	7.0515e+02
LAE	4.0610e+03	7.8910e-17	2.3400e-01	1.8550e+02
LAE	4.1275e+03	5.9422e-17	2.5700e-01	1.3139e+02
LAE	3.9678e+03	8.0265e-17	9.3180e-01	4.5236e+01
OII	4.0782e+03	1.1683e-15	2.8442e+03	2.2790e-01
LAE	4.1328e+03	5.2771e-17	2.9300e-02	1.0261e+03
LAE	3.9064e+03	6.1953e-17	8.1300e-02	3.8789e+02
LAE	3.9772e+03	5.5382e-17	2.0700e-01	1.4117e+02
OII	4.1707e+03	6.1186e-16	3.4792e+01	1.0204e+01
LAE	3.9214e+03	6.2266e-17	-3.9000e-03	1.0000e+04
LAE	3.9147e+03	6.6916e-17	3.4840e-01	9.8180e+01
LAE	3.8222e+03	7.8127e-17	1.1890e+00	3.2020e+01
LAE	4.1363e+03	5.1740e-17	2.1950e-01	1.3452e+02
LAE	4.0859e+03	5.0291e-17	1.4070e-01	1.9904e+02
LAE	4.0410e+03	6.4497e-17	1.9100e-02	1.8393e+03
LAE	4.1419e+03	7.7088e-17	1.3143e+00	3.3565e+01
LAE	3.8345e+03	8.7218e-17	1.5181e+00	2.8177e+01
LAE	3.9114e+03	1.0687e-16	4.1940e-01	1.3004e+02
LAE	3.8008e+03	1.5202e-16	3.4870e-01	2.1008e+02
LAE	4.1253e+03	9.1121e-17	1.4660e-01	3.5284e+02
OII	4.0015e+03	3.5633e-15	5.8827e+01	3.2352e+01
LAE	3.9799e+03	1.0472e-16	2.0030e-01	2.7623e+02
LAE	3.9830e+03	1.9169e-16	7.6220e-01	1.3308e+02
LAE	4.1528e+03	5.0612e-17	2.6590e-01	1.0949e+02
LAE	4.1980e+03	5.3279e-17	5.9610e-01	5.2541e+01
LAE	4.1371e+03	5.6485e-17	6.1400e-02	5.2522e+02
LAE	4.1066e+03	6.0460e-17	3.5330e-01	9.6264e+01
LAE	4.1044e+03	4.8253e-17	2.5430e-01	1.0663e+02
LAE	4.0841e+03	6.4693e-17	9.5700e-02	3.7610e+02
LAE	3.8941e+03	6.0687e-17	6.0110e-01	5.1067e+01
LAE	3.9161e+03	6.3900e-17	7.0800e-02	4.6169e+02
LAE	3.8058e+03	6.9642e-17	5.8270e-01	5.7743e+01
LAE	4.1879e+03	6.1383e-17	3.3550e-01	1.0704e+02
LAE	4.1147e+03	5.7496e-17	1.1178e+00	2.9049e+01
LAE	4.0000e+03	4.8982e-17	1.4250e-01	1.8345e+02
LAE	3.9281e+03	7.3457e-17	2.2480e-01	1.6818e+02
LAE	3.8251e+03	6.6997e-17	2.8600e-02	1.1433e+03
OII	3.9988e+03	7.9802e-16	2.4059e+01	1.7692e+01
LAE	4.0253e+03	6.3685e-17	5.5700e-01	6.1795e+01
LAE	3.9391e+03	7.3802e-17	2.8920e-01	1.3208e+02
OII	4.0611e+03	2.0484e-16	4.3462e+01	2.5929e+00
LAE	3.9348e+03	6.2920e-17	2.7830e-01	1.1676e+02
LAE	3.8495e+03	8.7676e-17	5.8950e-01	7.3515e+01
LAE	3.9377e+03	6.5916e-17	2.7090e-01	1.2585e+02
OII	3.9865e+03	4.0948e-16	7.8618e+01	2.7611e+00
LAE	3.8655e+03	5.8633e-17	1.3160e-01	2.2206e+02
OII	4.1833e+03	7.4922e-17	1.1414e+02	3.8310e-01
LAE	3.9597e+03	5.8768e-17	3.5050e-01	8.7692e+01
OII	3.9377e+03	6.8333e-16	8.0961e+01	4.3655e+00
LAE	3.8044e+03	1.7200e-16	8.8820e-01	9.3491e+01
OII	4.1151e+03	1.8383e-16	1.3809e+01	7.5196e+00
OII	4.1420e+03	1.2302e-15	5.0145e+01	1.4040e+01
OII	4.1995e+03	6.6375e-17	2.1779e+01	1.7928e+00
OII	4.1641e+03	4.2051e-16	1.3713e+01	1.7736e+01
LAE	4.1549e+03	5.6568e-17	5.3450e-01	6.0943e+01
LAE	3.8816e+03	7.0051e-17	2.3240e-01	1.5149e+02
LAE	4.1125e+03	8.1699e-17	1.5426e+00	2.9879e+01
LAE	3.9866e+03	8.1135e-17	1.6343e+00	2.6318e+01
LAE	4.1771e+03	2.4093e-16	3.7289e+00	3.7605e+01
LAE	3.9034e+03	7.6342e-17	2.4700e-01	1.5709e+02
LAE	3.9867e+03	6.8695e-17	2.6912e+00	1.3533e+01
LAE	4.1406e+03	4.9393e-17	5.4200e-02	5.2117e+02
LAE	4.0371e+03	6.7179e-17	2.1255e+00	1.7182e+01
LAE	4.0479e+03	7.4531e-17	1.8660e-01	2.1831e+02
LAE	4.1649e+03	5.1933e-17	9.4600e-02	3.1765e+02
LAE	4.0762e+03	6.0172e-17	1.4200e-01	2.3486e+02
LAE	4.1132e+03	4.9587e-17	2.2360e-01	1.2515e+02
LAE	3.9712e+03	4.7481e-17	1.4560e-01	1.7154e+02
LAE	3.8083e+03	7.0459e-17	1.2019e+00	2.8361e+01
LAE	4.0497e+03	5.6555e-17	1.2531e+00	2.4689e+01
LAE	4.0082e+03	7.4233e-17	4.1080e-01	9.6835e+01
LAE	3.8789e+03	8.4089e-17	4.4710e-01	9.4391e+01
OII	4.1881e+03	5.4563e-16	1.7732e+01	1.8003e+01
LAE	3.9651e+03	6.8901e-17	4.7638e+00	7.5853e+00
OII	3.9309e+03	1.3630e-15	5.4922e+02	1.2791e+00
LAE	3.9381e+03	6.1078e-17	1.7600e-01	1.7953e+02
LAE	3.8318e+03	8.2620e-17	3.4440e-01	1.1749e+02
LAE	4.0459e+03	6.5716e-17	5.1000e-02	7.0356e+02
LAE	4.0775e+03	8.3993e-17	4.2920e-01	1.0853e+02
LAE	4.1363e+03	5.5718e-17	4.4280e-01	7.1812e+01
LAE	3.9623e+03	1.2559e-16	7.3270e-01	8.9763e+01
LAE	4.1487e+03	5.0615e-17	3.5000e-01	8.3026e+01
LAE	4.1740e+03	6.2610e-17	2.4410e-01	1.4906e+02
LAE	3.9735e+03	1.0274e-16	2.8300e-02	1.9119e+03
OII	3.8290e+03	3.4261e-14	1.1126e+03	1.5060e+01
LAE	3.9957e+03	5.5828e-17	2.9790e-01	9.9806e+01
OII	3.9953e+03	2.6312e-15	3.0925e+02	4.5304e+00
OII	4.0077e+03	5.0774e-17	2.9246e+01	9.3020e-01
LAE	3.9791e+03	1.2727e-16	4.9690e-01	1.3527e+02
LAE	3.9315e+03	8.3363e-17	9.6660e-01	4.4466e+01
OII	4.1149e+03	9.6338e-17	1.2568e+01	4.3296e+00
LAE	4.0171e+03	8.8778e-17	3.3540e-01	1.4248e+02
OII	4.1871e+03	7.9661e-16	1.2793e+02	3.6416e+00
LAE	4.1190e+03	9.6059e-17	8.1510e-01	6.6693e+01
LAE	3.9275e+03	6.0317e-17	1.9350e-01	1.6038e+02
LAE	4.1988e+03	1.0508e-16	2.8920e-01	2.1368e+02
LAE	4.1488e+03	4.8917e-17	6.9770e-01	4.0255e+01
LAE	4.0712e+03	5.1057e-17	2.3670e-01	1.1926e+02
LAE	3.9776e+03	5.7658e-17	4.5530e-01	6.6833e+01
OII	3.9300e+03	8.5558e-17	7.1037e+01	6.2050e-01
LAE	4.1385e+03	7.3758e-17	7.0800e-01	5.9518e+01
LAE	3.9455e+03	5.6578e-17	1.1400e-02	2.5770e+03
OII	4.1237e+03	4.7678e-17	7.4410e+00	3.6344e+00
LAE	4.0977e+03	3.1135e-16	5.3813e+00	3.2405e+01
LAE	3.8570e+03	7.8840e-17	1.8640e-01	2.0988e+02
LAE	4.0549e+03	5.1149e-17	3.3330e-01	8.4168e+01
LAE	4.0087e+03	6.9090e-17	2.1100e-02	1.7552e+03
LAE	4.1274e+03	7.4711e-17	1.2141e+00	3.4967e+01
LAE	3.9287e+03	5.6761e-17	1.6542e+00	1.7666e+01
OII	3.9485e+03	2.3911e-15	3.2688e+02	3.8042e+00
LAE	3.9359e+03	5.8947e-17	2.6142e+00	1.1652e+01
LAE	3.8987e+03	5.9544e-17	2.2270e-01	1.3556e+02
LAE	4.1691e+03	6.6460e-17	3.4480e-01	1.1175e+02
LAE	4.1581e+03	6.9827e-17	8.0780e-01	4.9853e+01
LAE	4.1396e+03	7.5896e-17	6.9210e-01	6.2683e+01
OII	4.0719e+03	5.1330e-16	6.1540e+02	4.6130e-01
LAE	3.9904e+03	5.8048e-17	2.5060e-01	1.2303e+02
LAE	3.8103e+03	8.7552e-17	4.9020e-01	8.6493e+01
LAE	3.9021e+03	1.4799e-16	2.7980e-01	2.6863e+02
LAE	3.9634e+03	7.1547e-17	8.4000e-02	4.4631e+02
LAE	4.1931e+03	1.2573e-16	1.6505e+00	4.4676e+01
LAE	4.0026e+03	1.2228e-16	1.3983e+00	4.6732e+01
LAE	3.8945e+03	5.9271e-17	1.9670e-01	1.5245e+02
LAE	3.8174e+03	6.0017e-17	9.9960e-01	2.9184e+01
OII	4.0671e+03	3.3382e-16	1.4256e+02	1.2920e+00
LAE	3.9555e+03	7.7804e-17	6.3719e+00	6.3725e+00
LAE	3.8400e+03	1.3593e-16	1.0879e+00	6.1458e+01
OII	4.0868e+03	2.1491e-16	1.8881e+01	6.3412e+00
LAE	4.1031e+03	5.6928e-17	4.7210e-01	6.7716e+01
LAE	4.1603e+03	6.7568e-17	4.4240e-01	8.8178e+01
OII	4.1596e+03	6.6984e-16	6.6721e+01	5.7941e+00
LAE	4.0602e+03	6.1014e-17	2.7621e+00	1.2147e+01
LAE	3.9848e+03	5.0265e-17	3.0300e-01	8.7867e+01
LAE	3.8493e+03	7.6346e-17	1.9480e-01	1.9370e+02
LAE	3.9292e+03	5.1486e-17	9.9010e-01	2.6780e+01
LAE	3.8662e+03	7.9174e-17	1.6780e-01	2.3526e+02
OII	3.9019e+03	2.6693e-15	2.9407e+02	4.6097e+00
LAE	3.8960e+03	6.5567e-17	1.3490e+00	2.4609e+01
LAE	4.0235e+03	7.6363e-17	6.3326e+00	6.5117e+00
LAE	4.0223e+03	5.7171e-17	1.7448e+00	1.7683e+01
LAE	4.0264e+03	5.7353e-17	4.6410e-01	6.6828e+01
OII	4.1717e+03	3.1944e-16	1.1209e+01	1.6545e+01
OII	4.1663e+03	7.0499e-17	1.7163e+00	2.3783e+01
OII	4.1900e+03	6.9707e-16	3.4176e+01	1.1944e+01
LAE	3.9630e+03	5.8533e-17	2.6200e-02	1.1704e+03
LAE	4.0357e+03	5.2353e-17	1.0100e-02	2.8160e+03
LAE	4.0844e+03	7.0710e-17	6.3000e-02	6.2456e+02
LAE	4.1528e+03	9.7721e-17	1.5996e+00	3.5143e+01
LAE	3.9377e+03	6.2732e-17	7.9100e-01	4.1018e+01
LAE	3.9437e+03	6.7432e-17	1.6606e+00	2.1066e+01
LAE	4.1588e+03	4.8546e-17	6.8460e-01	4.0909e+01
OII	3.9592e+03	3.0851e-16	4.3217e+01	3.7326e+00
LAE	3.8094e+03	6.2112e-17	9.0400e-02	3.3259e+02
LAE	3.8005e+03	9.9477e-17	4.6090e-01	1.0398e+02
LAE	4.1566e+03	6.9641e-17	3.5450e-01	1.1321e+02
LAE	3.9308e+03	7.1178e-17	1.0191e+00	3.5997e+01
LAE	3.9872e+03	4.8947e-17	7.2000e-03	3.6050e+03
LAE	4.0002e+03	9.8584e-17	4.0830e-01	1.2887e+02
LAE	4.0231e+03	1.4948e-16	2.6522e+03	3.0400e-02
OII	4.0181e+03	5.9948e-16	1.3543e+01	2.3838e+01
LAE	3.8285e+03	8.7915e-17	2.0800e-02	2.0665e+03
LAE	3.8020e+03	7.8910e-17	-1.6800e-02	1.0000e+04
LAE	3.8807e+03	5.2997e-17	2.5090e-01	1.0611e+02
LAE	3.8566e+03	9.7131e-17	5.7170e-01	8.4293e+01
LAE	3.9104e+03	6.3079e-17	1.1870e+00	2.7105e+01
LAE	3.9558e+03	5.3339e-17	4.9990e-01	5.5694e+01
LAE	4.0104e+03	9.7625e-17	4.3639e+00	1.2001e+01
LAE	4.0002e+03	5.7975e-17	3.1610e-01	9.7896e+01
LAE	4.0555e+03	8.4730e-17	6.8576e+00	6.7784e+00
LAE	4.0421e+03	7.7608e-17	1.7230e-01	2.4548e+02
LAE	4.0779e+03	5.2412e-17	5.4240e-01	5.3600e+01
OII	4.1285e+03	3.0399e-16	2.4405e+01	7.0818e+00
LAE	3.9827e+03	4.9032e-17	1.3760e-01	1.8853e+02
LAE	4.0948e+03	5.7329e-17	4.3440e-01	7.3813e+01
OII	4.1949e+03	4.5266e-16	9.1287e+01	2.9106e+00
LAE	4.0362e+03	8.3978e-17	8.7364e+02	5.2200e-02
LAE	4.1555e+03	5.9641e-17	5.7180e-01	6.0079e+01
LAE	3.8566e+03	9.0115e-17	1.1930e-01	3.7475e+02
LAE	4.0776e+03	4.9751e-17	1.7140e-01	1.6099e+02
LAE	3.9291e+03	5.3697e-17	7.5400e-02	3.6674e+02
LAE	4.0020e+03	1.0045e-16	3.2846e+00	1.6338e+01
LAE	4.0932e+03	4.6626e-17	2.1880e-01	1.1909e+02
LAE	4.1904e+03	5.0193e-17	-4.6700e-02	1.0000e+04
LAE	4.1808e+03	7.1366e-17	1.7330e-01	2.4009e+02
LAE	3.9914e+03	5.6547e-17	1.0250e-01	2.9316e+02
LAE	4.0403e+03	2.0620e-16	2.0727e+00	5.4169e+01
LAE	3.9407e+03	5.4369e-17	1.5240e-01	1.8479e+02
OII	4.1047e+03	6.3658e-16	4.0093e+01	8.9232e+00
LAE	4.1041e+03	6.2136e-17	2.4740e+00	1.4111e+01
LAE	4.1098e+03	4.6852e-17	6.7850e-01	3.8904e+01
LAE	4.0904e+03	4.8033e-17	2.6910e-01	9.9618e+01
LAE	3.9102e+03	1.2256e-16	1.4201e+00	4.4015e+01
LAE	3.8796e+03	7.0156e-17	1.4310e-01	2.4613e+02
LAE	3.9951e+03	9.6891e-17	2.2429e+00	2.2998e+01
LAE	3.8315e+03	6.8437e-17	3.8241e+00	8.7637e+00
LAE	3.9153e+03	5.7120e-17	4.4330e-01	6.5888e+01
LAE	3.8865e+03	5.6746e-17	1.2120e-01	2.3589e+02
LAE	4.1456e+03	7.7467e-17	1.1983e+00	3.7060e+01
LAE	4.1567e+03	5.0781e-17	2.5930e-01	1.1287e+02
LAE	4.1464e+03	5.8295e-17	1.5960e-01	2.0947e+02
LAE	3.8445e+03	6.3641e-17	1.8463e+00	1.6994e+01
LAE	4.1147e+03	5.4861e-17	5.1460e-01	6.0209e+01
LAE	3.9921e+03	1.3251e-16	2.2737e+00	3.0981e+01
LAE	3.9951e+03	4.8997e-17	3.5590e-01	7.3295e+01
LAE	4.1605e+03	7.9443e-17	1.4280e-01	3.2121e+02
OII	4.0717e+03	6.4069e-17	4.0831e+00	8.6772e+00
LAE	3.9002e+03	6.5878e-17	2.6790e-01	1.2477e+02
OII	4.0790e+03	6.5723e-17	2.2633e+00	1.6116e+01
LAE	4.1170e+03	8.5881e-17	5.2280e-01	9.2877e+01
LAE	4.1775e+03	8.4143e-17	2.6380e-01	1.8568e+02
LAE	3.9995e+03	5.4664e-17	2.0870e-01	1.3976e+02
LAE	4.1024e+03	5.3787e-17	6.3600e-01	4.7476e+01
LAE	4.0732e+03	7.0314e-17	2.0123e+00	1.9337e+01
LAE	3.9599e+03	6.9956e-17	3.6300e-02	1.0080e+03
LAE	3.8518e+03	1.6983e-16	2.7950e-01	3.0071e+02
LAE	4.1227e+03	5.9224e-17	1.2480e-01	2.6904e+02
OII	3.9958e+03	1.4661e-16	5.2345e+01	1.4917e+00
LAE	3.9369e+03	4.8572e-17	1.0095e+00	2.4876e+01
LAE	3.8965e+03	6.0527e-17	1.3280e-01	2.3083e+02
LAE	4.1269e+03	4.8271e-17	1.1050e-01	2.4817e+02
LAE	4.1850e+03	7.3562e-17	8.9700e-01	4.7911e+01
OII	4.0203e+03	2.6567e-16	2.8437e+01	5.0368e+00
LAE	4.0457e+03	6.2335e-17	1.0750e-01	3.1658e+02
LAE	3.9036e+03	6.2565e-17	8.7237e+00	3.6454e+00
LAE	3.8847e+03	5.1408e-17	2.5760e-01	1.0046e+02
LAE	3.9123e+03	1.0196e-16	1.1464e+01	4.5410e+00
OII	3.9642e+03	1.1590e-16	7.1290e+01	8.5220e-01
LAE	4.1091e+03	7.7716e-17	3.8050e-01	1.1504e+02
LAE	3.9304e+03	5.8780e-17	5.8400e-02	5.1864e+02
LAE	4.1557e+03	8.5667e-17	9.5900e-02	5.1458e+02
LAE	3.9534e+03	5.8312e-17	1.2530e-01	2.4262e+02
LAE	4.0147e+03	5.1545e-17	8.3800e-02	3.3070e+02
LAE	4.1573e+03	1.7742e-16	1.3160e+00	7.7724e+01
LAE	3.9479e+03	1.5168e-16	6.4350e-01	1.2254e+02
LAE	4.1359e+03	6.6872e-17	1.3041e+00	2.9258e+01
LAE	4.1708e+03	8.5383e-17	1.7424e+00	2.8434e+01
LAE	4.0902e+03	5.5377e-17	8.1070e-01	3.8119e+01
LAE	3.8907e+03	1.3368e-16	1.1487e+00	5.8763e+01
LAE	4.1159e+03	4.5083e-17	6.2940e-01	4.0475e+01
LAE	4.1791e+03	4.9260e-17	1.5130e-01	1.8967e+02
LAE	3.8836e+03	5.7083e-17	8.1200e-02	3.5367e+02
LAE	3.8289e+03	6.2838e-17	3.4390e-01	8.9354e+01
LAE	3.8575e+03	6.2125e-17	3.0270e-01	1.0187e+02
LAE	3.8073e+03	6.5100e-17	2.3790e-01	1.3231e+02
LAE	3.8400e+03	8.1844e-17	1.7354e+00	2.3196e+01
LAE	3.9985e+03	5.1780e-17	-1.9200e-02	1.0000e+04
LAE	3.8933e+03	6.2196e-17	5.1000e-01	6.1659e+01
LAE	3.8124e+03	1.3190e-16	3.1730e-01	2.0154e+02
OII	4.0388e+03	4.2421e-16	4.5094e+01	5.1186e+00
LAE	4.1292e+03	7.2390e-17	3.0650e-01	1.3433e+02
LAE	3.8929e+03	5.3576e-17	5.4270e-01	4.9904e+01
LAE	3.9423e+03	1.1678e-16	2.2050e-01	2.7456e+02
LAE	3.9843e+03	7.9984e-17	4.8200e-01	8.7870e+01
LAE	3.9926e+03	1.1280e-16	4.8010e-01	1.2493e+02
LAE	4.0628e+03	6.3038e-17	9.7360e-01	3.5650e+01
LAE	3.8283e+03	6.2945e-17	1.8323e+00	1.6794e+01
LAE	4.1588e+03	5.5499e-17	1.3250e-01	2.4165e+02
LAE	4.0969e+03	6.5494e-17	3.4870e-01	1.0516e+02
LAE	4.1984e+03	5.4859e-17	6.8000e-02	4.7433e+02
OII	4.1480e+03	2.1585e-16	1.5717e+02	7.8820e-01
LAE	4.1599e+03	8.0239e-17	9.7700e-02	4.7406e+02
LAE	3.9968e+03	6.5611e-17	3.8740e-01	9.0246e+01
LAE	4.0623e+03	5.0515e-17	8.2700e-02	3.3622e+02
LAE	3.8873e+03	5.3678e-17	6.9370e-01	3.9004e+01
LAE	4.1224e+03	5.8016e-17	4.5580e-01	7.2152e+01
LAE	3.9080e+03	5.7395e-17	2.5090e-01	1.1654e+02
OII	4.1525e+03	6.7629e-17	7.5038e+00	5.1838e+00
LAE	3.9552e+03	6.3336e-17	8.4870e+00	3.8942e+00
OII	4.1945e+03	2.7471e-16	9.7145e+00	1.6596e+01
LAE	4.1722e+03	1.1251e-16	3.9710e-01	1.6451e+02
LAE	3.8345e+03	8.7001e-17	1.4800e-01	2.8831e+02
LAE	3.9141e+03	6.5909e-17	1.7090e-01	1.9708e+02
